unix_time, readable_time, sample_index, sequence, D0, D1, D2, D3, A1_(EMG), A2_(EDA), A3_(ECG), A4, A5, A6
1769151046.448024,2026-01-23 15:50:46.448,284,12,1,1,0,0,511,1020,505,2,0,0
1769151046.449024,2026-01-23 15:50:46.449,285,13,1,1,0,0,512,1020,506,2,0,0
1769151046.450024,2026-01-23 15:50:46.450,286,14,1,1,0,0,510,1020,506,2,0,0
1769151046.451024,2026-01-23 15:50:46.451,287,15,1,1,0,0,511,1020,507,2,0,0
1769151046.452024,2026-01-23 15:50:46.452,288,0,1,1,0,0,512,1020,507,2,0,0
1769151046.453024,2026-01-23 15:50:46.453,289,1,1,1,0,0,512,1020,507,2,0,0
1769151046.454024,2026-01-23 15:50:46.454,290,2,1,1,0,0,512,1020,508,2,0,0
1769151046.455024,2026-01-23 15:50:46.455,291,3,1,1,0,0,513,1020,508,2,0,0
1769151046.456024,2026-01-23 15:50:46.456,292,4,1,1,0,0,514,1020,508,2,0,0
1769151046.457024,2026-01-23 15:50:46.457,293,5,1,1,0,0,514,1020,507,2,0,0
1769151046.458024,2026-01-23 15:50:46.458,294,6,1,1,0,0,511,1020,507,2,0,0
1769151046.459024,2026-01-23 15:50:46.459,295,7,1,1,0,0,510,1020,506,2,0,0
1769151046.460024,2026-01-23 15:50:46.460,296,8,1,1,0,0,509,1020,506,2,0,0
1769151046.461024,2026-01-23 15:50:46.461,297,9,1,1,0,0,511,1020,505,2,0,0
1769151046.462024,2026-01-23 15:50:46.462,298,10,1,1,0,0,509,1020,504,2,0,0
1769151046.463024,2026-01-23 15:50:46.463,299,11,1,1,0,0,512,1020,503,2,0,0
1769151046.464024,2026-01-23 15:50:46.464,300,12,1,1,0,0,512,1020,503,2,0,0
1769151046.465024,2026-01-23 15:50:46.465,301,13,1,1,0,0,513,1020,503,2,0,0
1769151046.466024,2026-01-23 15:50:46.466,302,14,1,1,0,0,512,1020,503,2,0,0
1769151046.467024,2026-01-23 15:50:46.467,303,15,1,1,0,0,512,1020,503,2,0,0
1769151046.468024,2026-01-23 15:50:46.468,304,0,1,1,0,0,512,1020,503,2,0,0
1769151046.469024,2026-01-23 15:50:46.469,305,1,1,1,0,0,512,1020,504,2,0,0
1769151046.470024,2026-01-23 15:50:46.470,306,2,1,1,0,0,511,1020,505,2,0,0
1769151046.471024,2026-01-23 15:50:46.471,307,3,1,1,0,0,511,1020,506,2,0,0
1769151046.472024,2026-01-23 15:50:46.472,308,4,1,1,0,0,512,1020,507,2,0,0
1769151046.473024,2026-01-23 15:50:46.473,309,5,1,1,0,0,510,1020,508,2,0,0
1769151046.474024,2026-01-23 15:50:46.474,310,6,1,1,0,0,510,1020,508,2,0,0
1769151046.475024,2026-01-23 15:50:46.475,311,7,1,1,0,0,513,1020,508,2,0,0
1769151046.476024,2026-01-23 15:50:46.476,312,8,1,1,0,0,512,1020,508,2,0,0
1769151046.477024,2026-01-23 15:50:46.477,313,9,1,1,0,0,512,1020,508,2,0,0
1769151046.478024,2026-01-23 15:50:46.478,314,10,1,1,0,0,511,1020,507,2,0,0
1769151046.479024,2026-01-23 15:50:46.479,315,11,1,1,0,0,512,1020,507,2,0,0
1769151046.480024,2026-01-23 15:50:46.480,316,12,1,1,0,0,512,1020,507,2,0,0
1769151046.481024,2026-01-23 15:50:46.481,317,13,1,1,0,0,511,1020,506,2,0,0
1769151046.482024,2026-01-23 15:50:46.482,318,14,1,1,0,0,512,1020,506,2,0,0
1769151046.483024,2026-01-23 15:50:46.483,319,15,1,1,0,0,511,1020,506,2,0,0
1769151046.484024,2026-01-23 15:50:46.484,320,0,1,1,0,0,512,1020,507,2,0,0
1769151046.485024,2026-01-23 15:50:46.485,321,1,1,1,0,0,511,1020,507,2,0,0
1769151046.486024,2026-01-23 15:50:46.486,322,2,1,1,0,0,511,1020,507,2,0,0
1769151046.487024,2026-01-23 15:50:46.487,323,3,1,1,0,0,511,1020,507,2,0,0
1769151046.488024,2026-01-23 15:50:46.488,324,4,1,1,0,0,511,1020,507,2,0,0
1769151046.489024,2026-01-23 15:50:46.489,325,5,1,1,0,0,508,1020,507,2,0,0
1769151046.490024,2026-01-23 15:50:46.490,326,6,1,1,0,0,511,1020,505,2,0,0
1769151046.491024,2026-01-23 15:50:46.491,327,7,1,1,0,0,511,1020,505,2,0,0
1769151046.492024,2026-01-23 15:50:46.492,328,8,1,1,0,0,512,1020,503,2,0,0
1769151046.493024,2026-01-23 15:50:46.493,329,9,1,1,0,0,512,1020,503,2,0,0
1769151046.494024,2026-01-23 15:50:46.494,330,10,1,1,0,0,511,1020,501,2,0,0
1769151046.495024,2026-01-23 15:50:46.495,331,11,1,1,0,0,511,1020,500,2,0,0
1769151046.496024,2026-01-23 15:50:46.496,332,12,1,1,0,0,512,1020,499,2,0,0
1769151046.497024,2026-01-23 15:50:46.497,333,13,1,1,0,0,512,1020,499,2,0,0
1769151046.498024,2026-01-23 15:50:46.498,334,14,1,1,0,0,512,1020,499,2,0,0
1769151046.499024,2026-01-23 15:50:46.499,335,15,1,1,0,0,511,1020,499,2,0,0
1769151046.500024,2026-01-23 15:50:46.500,336,0,1,1,0,0,511,1020,499,2,0,0
1769151046.501024,2026-01-23 15:50:46.501,337,1,1,1,0,0,513,1020,501,2,0,0
1769151046.502024,2026-01-23 15:50:46.502,338,2,1,1,0,0,511,1020,503,2,0,0
1769151046.503024,2026-01-23 15:50:46.503,339,3,1,1,0,0,511,1020,504,2,0,0
1769151046.504024,2026-01-23 15:50:46.504,340,4,1,1,0,0,511,1020,505,2,0,0
1769151046.505024,2026-01-23 15:50:46.505,341,5,1,1,0,0,511,1020,507,2,0,0
1769151046.506024,2026-01-23 15:50:46.506,342,6,1,1,0,0,512,1020,508,2,0,0
1769151046.507024,2026-01-23 15:50:46.507,343,7,1,1,0,0,512,1020,509,2,0,0
1769151046.508024,2026-01-23 15:50:46.508,344,8,1,1,0,0,512,1020,510,2,0,0
1769151046.509024,2026-01-23 15:50:46.509,345,9,1,1,0,0,511,1020,511,2,0,0
1769151046.510024,2026-01-23 15:50:46.510,346,10,1,1,0,0,511,1020,511,2,0,0
1769151046.511024,2026-01-23 15:50:46.511,347,11,1,1,0,0,511,1020,511,2,0,0
1769151046.512024,2026-01-23 15:50:46.512,348,12,1,1,0,0,512,1020,510,2,0,0
1769151046.513024,2026-01-23 15:50:46.513,349,13,1,1,0,0,511,1020,510,2,0,0
1769151046.514024,2026-01-23 15:50:46.514,350,14,1,1,0,0,511,1020,510,2,0,0
1769151046.515024,2026-01-23 15:50:46.515,351,15,1,1,0,0,511,1020,509,2,0,0
1769151046.516024,2026-01-23 15:50:46.516,352,0,1,1,0,0,511,1020,509,2,0,0
1769151046.517024,2026-01-23 15:50:46.517,353,1,1,1,0,0,512,1020,510,2,0,0
1769151046.518024,2026-01-23 15:50:46.518,354,2,1,1,0,0,510,1020,511,2,0,0
1769151046.519024,2026-01-23 15:50:46.519,355,3,1,1,0,0,511,1020,512,2,0,0
1769151046.520024,2026-01-23 15:50:46.520,356,4,1,1,0,0,512,1020,514,2,0,0
1769151046.521024,2026-01-23 15:50:46.521,357,5,1,1,0,0,512,1020,515,2,0,0
1769151046.522024,2026-01-23 15:50:46.522,358,6,1,1,0,0,512,1020,515,2,0,0
1769151046.523024,2026-01-23 15:50:46.523,359,7,1,1,0,0,513,1020,515,2,0,0
1769151046.524024,2026-01-23 15:50:46.524,360,8,1,1,0,0,512,1020,516,2,0,0
1769151046.525024,2026-01-23 15:50:46.525,361,9,1,1,0,0,512,1020,516,2,0,0
1769151046.526024,2026-01-23 15:50:46.526,362,10,1,1,0,0,510,1020,515,2,0,0
1769151046.527024,2026-01-23 15:50:46.527,363,11,1,1,0,0,510,1020,515,2,0,0
1769151046.528024,2026-01-23 15:50:46.528,364,12,1,1,0,0,512,1020,515,2,0,0
1769151046.529024,2026-01-23 15:50:46.529,365,13,1,1,0,0,511,1020,514,2,0,0
1769151046.530024,2026-01-23 15:50:46.530,366,14,1,1,0,0,511,1020,513,2,0,0
1769151046.531024,2026-01-23 15:50:46.531,367,15,1,1,0,0,511,1020,513,2,0,0
1769151046.532024,2026-01-23 15:50:46.532,368,0,1,1,0,0,510,1020,513,2,0,0
1769151046.533024,2026-01-23 15:50:46.533,369,1,1,1,0,0,510,1020,512,2,0,0
1769151046.534024,2026-01-23 15:50:46.534,370,2,1,1,0,0,512,1020,513,2,0,0
1769151046.535024,2026-01-23 15:50:46.535,371,3,1,1,0,0,514,1020,514,2,0,0
1769151046.536024,2026-01-23 15:50:46.536,372,4,1,1,0,0,518,1020,515,2,0,0
1769151046.537024,2026-01-23 15:50:46.537,373,5,1,1,0,0,517,1020,517,2,0,0
1769151046.538024,2026-01-23 15:50:46.538,374,6,1,1,0,0,511,1020,517,2,0,0
1769151046.539024,2026-01-23 15:50:46.539,375,7,1,1,0,0,508,1020,518,2,0,0
1769151046.540024,2026-01-23 15:50:46.540,376,8,1,1,0,0,508,1020,518,2,0,0
1769151046.541024,2026-01-23 15:50:46.541,377,9,1,1,0,0,509,1020,518,2,0,0
1769151046.542024,2026-01-23 15:50:46.542,378,10,1,1,0,0,511,1020,518,2,0,0
1769151046.543024,2026-01-23 15:50:46.543,379,11,1,1,0,0,510,1020,517,2,0,0
1769151046.544024,2026-01-23 15:50:46.544,380,12,1,1,0,0,511,1020,516,2,0,0
1769151046.545024,2026-01-23 15:50:46.545,381,13,1,1,0,0,512,1020,516,2,0,0
1769151046.546024,2026-01-23 15:50:46.546,382,14,1,1,0,0,511,1020,515,2,0,0
1769151046.547024,2026-01-23 15:50:46.547,383,15,1,1,0,0,510,1020,514,2,0,0
1769151046.548024,2026-01-23 15:50:46.548,384,0,1,1,0,0,512,1020,514,2,0,0
1769151046.549024,2026-01-23 15:50:46.549,385,1,1,1,0,0,512,1020,514,2,0,0
1769151046.550024,2026-01-23 15:50:46.550,386,2,1,1,0,0,511,1020,514,2,0,0
1769151046.551024,2026-01-23 15:50:46.551,387,3,1,1,0,0,514,1020,515,2,0,0
1769151046.552024,2026-01-23 15:50:46.552,388,4,1,1,0,0,514,1020,515,2,0,0
1769151046.553024,2026-01-23 15:50:46.553,389,5,1,1,0,0,512,1020,516,2,0,0
1769151046.554024,2026-01-23 15:50:46.554,390,6,1,1,0,0,512,1020,517,2,0,0
1769151046.555024,2026-01-23 15:50:46.555,391,7,1,1,0,0,511,1020,517,2,0,0
1769151046.556024,2026-01-23 15:50:46.556,392,8,1,1,0,0,510,1020,518,2,0,0
1769151046.557024,2026-01-23 15:50:46.557,393,9,1,1,0,0,512,1020,517,2,0,0
1769151046.558024,2026-01-23 15:50:46.558,394,10,1,1,0,0,511,1020,518,2,0,0
1769151046.559024,2026-01-23 15:50:46.559,395,11,1,1,0,0,508,1020,517,2,0,0
1769151046.560024,2026-01-23 15:50:46.560,396,12,1,1,0,0,510,1020,517,2,0,0
1769151046.561024,2026-01-23 15:50:46.561,397,13,1,1,0,0,508,1020,517,2,0,0
1769151046.562024,2026-01-23 15:50:46.562,398,14,1,1,0,0,510,1020,516,2,0,0
1769151046.563024,2026-01-23 15:50:46.563,399,15,1,1,0,0,513,1020,515,2,0,0
1769151046.564024,2026-01-23 15:50:46.564,400,0,1,1,0,0,514,1020,515,2,0,0
1769151046.565024,2026-01-23 15:50:46.565,401,1,1,1,0,0,513,1020,514,2,0,0
1769151046.566024,2026-01-23 15:50:46.566,402,2,1,1,0,0,513,1020,513,2,0,0
1769151046.567024,2026-01-23 15:50:46.567,403,3,1,1,0,0,511,1020,514,2,0,0
1769151046.568024,2026-01-23 15:50:46.568,404,4,1,1,0,0,512,1020,515,2,0,0
1769151046.569024,2026-01-23 15:50:46.569,405,5,1,1,0,0,512,1020,515,2,0,0
1769151046.570024,2026-01-23 15:50:46.570,406,6,1,1,0,0,512,1020,516,2,0,0
1769151046.571024,2026-01-23 15:50:46.571,407,7,1,1,0,0,512,1020,516,2,0,0
1769151046.572024,2026-01-23 15:50:46.572,408,8,1,1,0,0,510,1020,518,2,0,0
1769151046.573024,2026-01-23 15:50:46.573,409,9,1,1,0,0,512,1020,518,2,0,0
1769151046.574024,2026-01-23 15:50:46.574,410,10,1,1,0,0,511,1020,518,2,0,0
1769151046.575024,2026-01-23 15:50:46.575,411,11,1,1,0,0,510,1020,517,2,0,0
1769151046.576024,2026-01-23 15:50:46.576,412,12,1,1,0,0,509,1020,516,2,0,0
1769151046.577024,2026-01-23 15:50:46.577,413,13,1,1,0,0,512,1020,515,2,0,0
1769151046.578024,2026-01-23 15:50:46.578,414,14,1,1,0,0,510,1020,514,2,0,0
1769151046.579024,2026-01-23 15:50:46.579,415,15,1,1,0,0,508,1020,513,2,0,0
1769151046.580024,2026-01-23 15:50:46.580,416,0,1,1,0,0,509,1020,512,2,0,0
1769151046.581024,2026-01-23 15:50:46.581,417,1,1,1,0,0,513,1020,512,2,0,0
1769151046.582024,2026-01-23 15:50:46.582,418,2,1,1,0,0,512,1020,511,2,0,0
1769151046.583024,2026-01-23 15:50:46.583,419,3,1,1,0,0,512,1020,510,2,0,0
1769151046.584024,2026-01-23 15:50:46.584,420,4,1,1,0,0,511,1020,511,2,0,0
1769151046.585024,2026-01-23 15:50:46.585,421,5,1,1,0,0,512,1020,511,2,0,0
1769151046.586024,2026-01-23 15:50:46.586,422,6,1,1,0,0,512,1020,512,2,0,0
1769151046.587024,2026-01-23 15:50:46.587,423,7,1,1,0,0,514,1020,513,2,0,0
1769151046.588024,2026-01-23 15:50:46.588,424,8,1,1,0,0,513,1020,514,2,0,0
1769151046.589024,2026-01-23 15:50:46.589,425,9,1,1,0,0,510,1020,514,2,0,0
1769151046.590024,2026-01-23 15:50:46.590,426,10,1,1,0,0,510,1020,515,2,0,0
1769151046.591024,2026-01-23 15:50:46.591,427,11,1,1,0,0,510,1020,515,2,0,0
1769151046.592024,2026-01-23 15:50:46.592,428,12,1,1,0,0,513,1020,515,2,0,0
1769151046.593024,2026-01-23 15:50:46.593,429,13,1,1,0,0,513,1020,514,2,0,0
1769151046.594024,2026-01-23 15:50:46.594,430,14,1,1,0,0,511,1020,513,2,0,0
1769151046.595024,2026-01-23 15:50:46.595,431,15,1,1,0,0,512,1020,513,2,0,0
1769151046.596024,2026-01-23 15:50:46.596,432,0,1,1,0,0,510,1020,512,2,0,0
1769151046.597024,2026-01-23 15:50:46.597,433,1,1,1,0,0,510,1020,511,2,0,0
1769151046.598024,2026-01-23 15:50:46.598,434,2,1,1,0,0,512,1020,511,2,0,0
1769151046.599024,2026-01-23 15:50:46.599,435,3,1,1,0,0,511,1020,511,2,0,0
1769151046.600024,2026-01-23 15:50:46.600,436,4,1,1,0,0,513,1020,511,2,0,0
1769151046.601024,2026-01-23 15:50:46.601,437,5,1,1,0,0,514,1020,512,2,0,0
1769151046.602024,2026-01-23 15:50:46.602,438,6,1,1,0,0,513,1020,512,2,0,0
1769151046.603024,2026-01-23 15:50:46.603,439,7,1,1,0,0,512,1020,513,2,0,0
1769151046.604024,2026-01-23 15:50:46.604,440,8,1,1,0,0,513,1020,513,2,0,0
1769151046.605024,2026-01-23 15:50:46.605,441,9,1,1,0,0,511,1020,514,2,0,0
1769151046.606024,2026-01-23 15:50:46.606,442,10,1,1,0,0,509,1020,515,2,0,0
1769151046.607024,2026-01-23 15:50:46.607,443,11,1,1,0,0,510,1020,516,2,0,0
1769151046.608024,2026-01-23 15:50:46.608,444,12,1,1,0,0,511,1020,517,2,0,0
1769151046.609024,2026-01-23 15:50:46.609,445,13,1,1,0,0,511,1020,518,2,0,0
1769151046.610024,2026-01-23 15:50:46.610,446,14,1,1,0,0,510,1020,519,2,0,0
1769151046.611024,2026-01-23 15:50:46.611,447,15,1,1,0,0,511,1020,519,2,0,0
1769151046.612024,2026-01-23 15:50:46.612,448,0,1,1,0,0,511,1020,519,2,0,0
1769151046.613024,2026-01-23 15:50:46.613,449,1,1,1,0,0,509,1020,519,2,0,0
1769151046.614024,2026-01-23 15:50:46.614,450,2,1,1,0,0,511,1020,518,2,0,0
1769151046.615024,2026-01-23 15:50:46.615,451,3,1,1,0,0,513,1020,518,2,0,0
1769151046.616024,2026-01-23 15:50:46.616,452,4,1,1,0,0,512,1020,518,2,0,0
1769151046.617024,2026-01-23 15:50:46.617,453,5,1,1,0,0,513,1020,517,2,0,0
1769151046.618024,2026-01-23 15:50:46.618,454,6,1,1,0,0,513,1020,518,2,0,0
1769151046.619024,2026-01-23 15:50:46.619,455,7,1,1,0,0,513,1020,517,2,0,0
1769151046.620024,2026-01-23 15:50:46.620,456,8,1,1,0,0,513,1020,516,2,0,0
1769151046.621024,2026-01-23 15:50:46.621,457,9,1,1,0,0,511,1020,515,2,0,0
1769151046.622024,2026-01-23 15:50:46.622,458,10,1,1,0,0,513,1020,510,2,0,0
1769151046.623024,2026-01-23 15:50:46.623,459,11,1,1,0,0,513,1020,507,2,0,0
1769151046.624024,2026-01-23 15:50:46.624,460,12,1,1,0,0,508,1020,502,2,0,0
1769151046.625024,2026-01-23 15:50:46.625,461,13,1,1,0,0,510,1020,495,2,0,0
1769151046.626024,2026-01-23 15:50:46.626,462,14,1,1,0,0,511,1020,487,2,0,0
1769151046.627024,2026-01-23 15:50:46.627,463,15,1,1,0,0,510,1020,481,2,0,0
1769151046.628024,2026-01-23 15:50:46.628,464,0,1,1,0,0,510,1020,474,2,0,0
1769151046.629024,2026-01-23 15:50:46.629,465,1,1,1,0,0,510,1020,467,2,0,0
1769151046.630024,2026-01-23 15:50:46.630,466,2,1,1,0,0,511,1020,461,2,0,0
1769151046.631024,2026-01-23 15:50:46.631,467,3,1,1,0,0,511,1020,455,2,0,0
1769151046.632024,2026-01-23 15:50:46.632,468,4,1,1,0,0,511,1020,447,1,0,0
1769151046.633024,2026-01-23 15:50:46.633,469,5,1,1,0,0,514,1020,443,1,0,0
1769151046.634024,2026-01-23 15:50:46.634,470,6,1,1,0,0,512,1020,441,1,0,0
1769151046.635024,2026-01-23 15:50:46.635,471,7,1,1,0,0,512,1020,442,1,0,0
1769151046.636024,2026-01-23 15:50:46.636,472,8,1,1,0,0,513,1020,445,1,0,0
1769151046.637024,2026-01-23 15:50:46.637,473,9,1,1,0,0,512,1020,453,2,0,0
1769151046.638024,2026-01-23 15:50:46.638,474,10,1,1,0,0,512,1020,462,2,0,0
1769151046.639024,2026-01-23 15:50:46.639,475,11,1,1,0,0,512,1020,474,2,0,0
1769151046.640024,2026-01-23 15:50:46.640,476,12,1,1,0,0,509,1020,486,2,0,0
1769151046.641024,2026-01-23 15:50:46.641,477,13,1,1,0,0,510,1020,500,2,0,0
1769151046.642024,2026-01-23 15:50:46.642,478,14,1,1,0,0,510,1020,513,2,0,0
1769151046.643024,2026-01-23 15:50:46.643,479,15,1,1,0,0,509,1020,524,2,0,0
1769151046.644024,2026-01-23 15:50:46.644,480,0,1,1,0,0,510,1020,534,2,0,0
1769151046.645024,2026-01-23 15:50:46.645,481,1,1,1,0,0,509,1020,543,2,0,0
1769151046.646024,2026-01-23 15:50:46.646,482,2,1,1,0,0,512,1020,553,3,0,0
1769151046.647024,2026-01-23 15:50:46.647,483,3,1,1,0,0,512,1020,561,3,0,0
1769151046.648024,2026-01-23 15:50:46.648,484,4,1,1,0,0,511,1020,570,3,0,0
1769151046.649024,2026-01-23 15:50:46.649,485,5,1,1,0,0,512,1020,578,3,0,0
1769151046.650024,2026-01-23 15:50:46.650,486,6,1,1,0,0,512,1020,587,3,0,0
1769151046.651024,2026-01-23 15:50:46.651,487,7,1,1,0,0,514,1020,596,3,0,0
1769151046.652024,2026-01-23 15:50:46.652,488,8,1,1,0,0,511,1020,606,3,0,0
1769151046.653024,2026-01-23 15:50:46.653,489,9,1,1,0,0,513,1020,615,3,0,0
1769151046.654024,2026-01-23 15:50:46.654,490,10,1,1,0,0,511,1020,623,3,0,0
1769151046.655024,2026-01-23 15:50:46.655,491,11,1,1,0,0,512,1020,630,3,0,0
1769151046.656024,2026-01-23 15:50:46.656,492,12,1,1,0,0,510,1020,636,3,0,0
1769151046.657024,2026-01-23 15:50:46.657,493,13,1,1,0,0,510,1020,639,3,0,0
1769151046.658024,2026-01-23 15:50:46.658,494,14,1,1,0,0,510,1020,642,3,0,0
1769151046.659024,2026-01-23 15:50:46.659,495,15,1,1,0,0,512,1020,644,3,0,0
1769151046.660024,2026-01-23 15:50:46.660,496,0,1,1,0,0,511,1020,646,3,0,0
1769151046.661024,2026-01-23 15:50:46.661,497,1,1,1,0,0,511,1020,644,3,0,0
1769151046.662024,2026-01-23 15:50:46.662,498,2,1,1,0,0,510,1020,641,3,0,0
1769151046.663024,2026-01-23 15:50:46.663,499,3,1,1,0,0,512,1020,636,3,0,0
1769151046.664024,2026-01-23 15:50:46.664,500,4,1,1,0,0,511,1020,630,3,0,0
1769151046.665024,2026-01-23 15:50:46.665,501,5,1,1,0,0,512,1020,624,3,0,0
1769151046.666024,2026-01-23 15:50:46.666,502,6,1,1,0,0,511,1020,617,3,0,0
1769151046.667024,2026-01-23 15:50:46.667,503,7,1,1,0,0,509,1020,610,3,0,0
1769151046.668024,2026-01-23 15:50:46.668,504,8,1,1,0,0,515,1020,602,3,0,0
1769151046.669024,2026-01-23 15:50:46.669,505,9,1,1,0,0,512,1020,595,3,0,0
1769151046.670024,2026-01-23 15:50:46.670,506,10,1,1,0,0,513,1020,589,3,0,0
1769151046.671024,2026-01-23 15:50:46.671,507,11,1,1,0,0,513,1020,583,3,0,0
1769151046.672024,2026-01-23 15:50:46.672,508,12,1,1,0,0,513,1020,577,3,0,0
1769151046.673024,2026-01-23 15:50:46.673,509,13,1,1,0,0,510,1020,572,3,0,0
1769151046.674024,2026-01-23 15:50:46.674,510,14,1,1,0,0,510,1020,569,3,0,0
1769151046.675024,2026-01-23 15:50:46.675,511,15,1,1,0,0,509,1020,567,3,0,0
1769151046.676024,2026-01-23 15:50:46.676,512,0,1,1,0,0,511,1020,564,3,0,0
1769151046.677024,2026-01-23 15:50:46.677,513,1,1,1,0,0,512,1020,561,3,0,0
1769151046.678024,2026-01-23 15:50:46.678,514,2,1,1,0,0,513,1020,556,3,0,0
1769151046.679024,2026-01-23 15:50:46.679,515,3,1,1,0,0,513,1020,549,3,0,0
1769151046.680024,2026-01-23 15:50:46.680,516,4,1,1,0,0,510,1020,542,2,0,0
1769151046.681024,2026-01-23 15:50:46.681,517,5,1,1,0,0,513,1020,534,2,0,0
1769151046.682024,2026-01-23 15:50:46.682,518,6,1,1,0,0,512,1020,526,2,0,0
1769151046.683024,2026-01-23 15:50:46.683,519,7,1,1,0,0,511,1020,519,2,0,0
1769151046.684024,2026-01-23 15:50:46.684,520,8,1,1,0,0,511,1020,514,2,0,0
1769151046.685024,2026-01-23 15:50:46.685,521,9,1,1,0,0,512,1020,509,2,0,0
1769151046.686024,2026-01-23 15:50:46.686,522,10,1,1,0,0,512,1020,505,2,0,0
1769151046.687024,2026-01-23 15:50:46.687,523,11,1,1,0,0,513,1020,501,2,0,0
1769151046.688024,2026-01-23 15:50:46.688,524,12,1,1,0,0,514,1020,497,2,0,0
1769151046.689024,2026-01-23 15:50:46.689,525,13,1,1,0,0,511,1020,493,2,0,0
1769151046.690024,2026-01-23 15:50:46.690,526,14,1,1,0,0,511,1020,490,2,0,0
1769151046.691024,2026-01-23 15:50:46.691,527,15,1,1,0,0,511,1020,487,2,0,0
1769151046.692024,2026-01-23 15:50:46.692,528,0,1,1,0,0,511,1020,484,2,0,0
1769151046.693024,2026-01-23 15:50:46.693,529,1,1,1,0,0,511,1020,481,2,0,0
1769151046.694024,2026-01-23 15:50:46.694,530,2,1,1,0,0,511,1020,478,2,0,0
1769151046.695024,2026-01-23 15:50:46.695,531,3,1,1,0,0,509,1020,475,2,0,0
1769151046.696024,2026-01-23 15:50:46.696,532,4,1,1,0,0,510,1020,473,2,0,0
1769151046.697024,2026-01-23 15:50:46.697,533,5,1,1,0,0,511,1020,471,2,0,0
1769151046.698024,2026-01-23 15:50:46.698,534,6,1,1,0,0,512,1020,470,2,0,0
1769151046.699024,2026-01-23 15:50:46.699,535,7,1,1,0,0,512,1020,468,2,0,0
1769151046.700024,2026-01-23 15:50:46.700,536,8,1,1,0,0,511,1020,467,2,0,0
1769151046.701024,2026-01-23 15:50:46.701,537,9,1,1,0,0,513,1020,467,2,0,0
1769151046.702024,2026-01-23 15:50:46.702,538,10,1,1,0,0,511,1020,466,2,0,0
1769151046.703024,2026-01-23 15:50:46.703,539,11,1,1,0,0,512,1020,466,2,0,0
1769151046.704024,2026-01-23 15:50:46.704,540,12,1,1,0,0,513,1020,466,2,0,0
1769151046.705024,2026-01-23 15:50:46.705,541,13,1,1,0,0,512,1020,466,2,0,0
1769151046.706024,2026-01-23 15:50:46.706,542,14,1,1,0,0,512,1020,467,2,0,0
1769151046.707024,2026-01-23 15:50:46.707,543,15,1,1,0,0,509,1020,467,2,0,0
1769151046.708024,2026-01-23 15:50:46.708,544,0,1,1,0,0,511,1020,466,2,0,0
1769151046.709024,2026-01-23 15:50:46.709,545,1,1,1,0,0,512,1020,466,2,0,0
1769151046.710024,2026-01-23 15:50:46.710,546,2,1,1,0,0,512,1020,466,2,0,0
1769151046.711024,2026-01-23 15:50:46.711,547,3,1,1,0,0,513,1020,465,2,0,0
1769151046.712024,2026-01-23 15:50:46.712,548,4,1,1,0,0,510,1020,464,2,0,0
1769151046.713024,2026-01-23 15:50:46.713,549,5,1,1,0,0,508,1020,463,2,0,0
1769151046.714024,2026-01-23 15:50:46.714,550,6,1,1,0,0,508,1020,463,2,0,0
1769151046.715024,2026-01-23 15:50:46.715,551,7,1,1,0,0,510,1020,463,2,0,0
1769151046.716024,2026-01-23 15:50:46.716,552,8,1,1,0,0,515,1020,463,2,0,0
1769151046.717024,2026-01-23 15:50:46.717,553,9,1,1,0,0,512,1020,463,2,0,0
1769151046.718024,2026-01-23 15:50:46.718,554,10,1,1,0,0,511,1020,464,2,0,0
1769151046.719024,2026-01-23 15:50:46.719,555,11,1,1,0,0,512,1020,464,2,0,0
1769151046.720024,2026-01-23 15:50:46.720,556,12,1,1,0,0,511,1020,465,2,0,0
1769151046.721024,2026-01-23 15:50:46.721,557,13,1,1,0,0,511,1020,467,2,0,0
1769151046.722024,2026-01-23 15:50:46.722,558,14,1,1,0,0,512,1020,467,2,0,0
1769151046.723024,2026-01-23 15:50:46.723,559,15,1,1,0,0,514,1020,467,2,0,0
1769151046.724024,2026-01-23 15:50:46.724,560,0,1,1,0,0,513,1020,467,2,0,0
1769151046.725024,2026-01-23 15:50:46.725,561,1,1,1,0,0,510,1020,467,2,0,0
1769151046.726024,2026-01-23 15:50:46.726,562,2,1,1,0,0,508,1020,467,2,0,0
1769151046.727024,2026-01-23 15:50:46.727,563,3,1,1,0,0,511,1020,467,2,0,0
1769151046.728024,2026-01-23 15:50:46.728,564,4,1,1,0,0,511,1020,466,2,0,0
1769151046.729024,2026-01-23 15:50:46.729,565,5,1,1,0,0,510,1020,465,2,0,0
1769151046.730024,2026-01-23 15:50:46.730,566,6,1,1,0,0,510,1020,465,2,0,0
1769151046.731024,2026-01-23 15:50:46.731,567,7,1,1,0,0,509,1020,464,2,0,0
1769151046.732024,2026-01-23 15:50:46.732,568,8,1,1,0,0,511,1020,465,2,0,0
1769151046.733024,2026-01-23 15:50:46.733,569,9,1,1,0,0,512,1020,465,2,0,0
1769151046.734024,2026-01-23 15:50:46.734,570,10,1,1,0,0,512,1020,466,2,0,0
1769151046.735024,2026-01-23 15:50:46.735,571,11,1,1,0,0,513,1020,467,2,0,0
1769151046.736024,2026-01-23 15:50:46.736,572,12,1,1,0,0,512,1020,468,2,0,0
1769151046.737024,2026-01-23 15:50:46.737,573,13,1,1,0,0,513,1020,470,2,0,0
